5659	等級	字行	詞性	韓文	中文	拼寫	字源	韓文片語	中文解釋	2	大	中	小	小小	順序	大中分類	大中小分類	日文	選項2	選項3	選項4
	中級	ㄱ	動詞	꺼지다	熄	V		불이 [꺼지다]	火「熄了」		樣態	變化				樣態_變化	樣態_變化_		摘	抱	屈（指）
	中級	ㄴ	動詞	넘치다	溢出	V		강물이 [넘치다]	江水「溢出」		樣態	變化				樣態_變化	樣態_變化_		盯	熔化	不足
	中級	ㅌ	動詞	터뜨리다	爆裂	V		풍선을 [터뜨리다]	「弄破」氣球		樣態	變化				樣態_變化	樣態_變化_		爆炸	抖	嘔吐
	中級	ㅌ	動詞	터지다	爆炸	V		풍선이 [터지다]	氣球「爆炸」		樣態	變化				樣態_變化	樣態_變化_		抖	嘔吐	透
	中級	ㅎ	副詞	활짝	敞開	V		[활짝] 열다	「敞」開		樣態	變化				樣態_變化	樣態_變化_		經常	用力	無力地
	中級	ㅈ	名詞	진동	振動	V		[진동]이 울리다	振動		樣態	變化				樣態_變化	樣態_變化_	バイブレーション 	課程	真相	陳述
	中級	ㄱ	名詞	가정주부	家庭主婦	V		[가정주부]로 살다	當「家庭主婦」		人	稱呼				人_稱呼	人_稱呼_		皮	樹汁	假
	中級	ㄱ	縮略語	걔	這小孩（그 아이) 的略語	V		[걔]:그 아이 	這小孩（그 아이) 的略語		人	稱呼				人_稱呼	人_稱呼_		即便如此	이 아이 的縮語	該怎麼辦
	中級	ㄱ	名詞/代名詞	귀하	閣下	V	貴下	[귀하]:편지	閣下		人	稱呼				人_稱呼	人_稱呼_	郵便、手紙を送るときの「～様」 	家	本人名義	自己
	中級	ㄱ	代名詞	그녀	她	V		[그녀]	她		人	稱呼				人_稱呼	人_稱呼_	知り合いの女性 	你	我	我們
	中級	ㄱ	代名詞	그대	你	V		[그대]를 만나다	見到「你」（歌詞中使用）		人	稱呼				人_稱呼	人_稱呼_	あなた、君 	我	他	你們
	中級	ㄴ	名詞	남	男	V		[남]자	男性		人	稱呼				人_稱呼	人_稱呼_	他人 	男女	南大門	弟弟
	中級	ㄴ	依存名詞	녀석	傢伙	V		나쁜 [녀석]	壞「傢伙」		人	稱呼				人_稱呼	人_稱呼_	奴、野郎 	女性	男性	小孩
	中級	ㄴ	名詞	노약자	老人	V		[노약자]를 보호하다	保護「老人」		人	稱呼				人_稱呼	人_稱呼_		筆記本電腦	錄音	錄音機
	中級	ㄴ	依存名詞	님	先生	V		홍길동 [님]	洪吉童「先生」		人	稱呼				人_稱呼	人_稱呼_		去一趟	去	受傷
	中級	ㄷ	代名詞	당신	您	V	當身	[당신]	你（尊稱）		人	稱呼				人_稱呼	人_稱呼_	あなた 	什麼	哪裡	這裡
	中級	ㄷ	名詞	대가	代價	V	代價	[대가]를 지불하다(물건)	付出「代價」		人	稱呼				人_稱呼	人_稱呼_	巨匠 	大規模	大氣	等待
	中級	ㄷ	名詞	대상	對象	V		연구 [대상]	研究「對象」		人	稱呼				人_稱呼	人_稱呼_		對待	代替	對應
	中級	ㄷ	名詞	대상자	對象	V	對象者	합격 [대상자]	合格「對象」		人	稱呼				人_稱呼	人_稱呼_		代替	對應	款待
	中級	ㄷ	名詞	대신	代替	V		나  [대신] 너	我「代替」你		人	稱呼				人_稱呼	人_稱呼_		對應	款待	比對
	中級	ㄷ	名詞	동포	同胞	V		재미 [동포]	旅美「同胞」		人	稱呼				人_稱呼	人_稱呼_	同胞 	同好會	童話	童話書
	中級	ㅁ	冠形詞	맨	最	V		[맨] 꼭대기	「最」上面		人	稱呼				人_稱呼	人_稱呼_	英吾のman 	別的	三	二十
	中級	ㅁ	代名詞/冠形詞	모	某	V		김 [모] 씨	金 「某」氏		人	稱呼				人_稱呼	人_稱呼_	稲の苗 	模擬兩可的	我	去
	中級	ㅁ	名詞	모자	母子	V		[모자]가 닮다	「母子」相像		人	稱呼				人_稱呼	人_稱呼_	帽子 	脖子	項鍊	圍巾
	中級	ㅁ	名詞	미성년자	未成年	V		[미성년자] 관람 불가	「未成年」不可以看		人	稱呼				人_稱呼	人_稱呼_	未成年者 	微笑	微小	美術
	中級	ㅂ	名詞	별명	暱稱	V		[별명]을 짓다	取「暱稱」		人	稱呼				人_稱呼	人_稱呼_		別的事	病房	報告
	中級	ㅂ	名詞/代名詞	본인	本人名義	V		[본인] 명의	「本人」名義		人	稱呼				人_稱呼	人_稱呼_	本人 	自己	橫向	各自
	中級	ㅂ	名詞	부인	婦人	V		중년 [부인]	中年「婦人」		人	稱呼				人_稱呼	人_稱呼_	夫人、奥さん、奥様 	富翁	部長	不足
	中級	ㅅ	名詞	사나이	男子漢	V		씩씩한 [사나이]	剛健的「男子漢」		人	稱呼				人_稱呼	人_稱呼_	男らしい男 	媳婦	打獵	實例
	中級	ㅅ	名詞	사내	男子漢	V		[사내] 녀석	大男人		人	稱呼				人_稱呼	人_稱呼_	男 	打獵	實例	私立
	中級	ㅅ	名詞	사용자	用戶	V		[사용자]를 모집하다	募集「使用者」		人	稱呼				人_稱呼	人_稱呼_	使用者 	桑拿	四周圍	網路
	中級	ㅅ	名詞	상대	對手	V		[상대]를 대하다	對待「對方」		人	稱呼				人_稱呼	人_稱呼_	相手 	上級	上方	上游
	中級	ㅅ	名詞	상대방	對手	V		[상대방]을 바라보다	看著「對方」		人	稱呼				人_稱呼	人_稱呼_	相手 	對方	上游	上半年
	中級	ㅅ	冠形詞·名詞	상대적	相對的	V		[상대적] 평가	「相對的」評價		人	稱呼				人_稱呼	人_稱呼_		成功的	世界的	被動的
	中級	ㅅ	名詞	상대편	對方	V		[상대편]을 이해하다	理解「對方」		人	稱呼				人_稱呼	人_稱呼_		上游	上半年	上司
	中級	ㅅ	名詞	성별	性別	V		[성별]을 구분하다	區分「性別」		人	稱呼				人_稱呼	人_稱呼_		成熟	誠實	成人
	中級	ㅅ	名詞	성숙	成熟	V	成熟	[성숙]이 늦다	晚「熟」		人	稱呼				人_稱呼	人_稱呼_		誠實	成人	生長
	中級	ㅅ	名詞	성인	成人	V		[성인] 여성	「成人」女性		人	稱呼				人_稱呼	人_稱呼_	聖人 	生長	成績單	脾氣
	中級	ㅅ	名詞	성장	生長	V		[성장]이 멈추다	「生長」停止		人	稱呼				人_稱呼	人_稱呼_		成績單	脾氣	全球化
	中級	ㅅ	名詞	소년	少年	V		[소년] 시절	「少年」時期		人	稱呼				人_稱呼	人_稱呼_	少年 	消毒	消毒藥	收入
	中級	ㅅ	名詞	숙녀	淑女	V		[숙녀]로 자라다	長成「淑女」		人	稱呼				人_稱呼	人_稱呼_		住宿	房錢	少年
	中級	ㅅ	名詞	시부모	公婆	V		[시부모]에게 효도하다	孝順「公婆」		人	稱呼				人_稱呼	人_稱呼_		視線	設施	系統
	中級	ㅅ	名詞	신분	身份	V		[신분]에 맞다	符合「身份」		人	稱呼				人_稱呼	人_稱呼_		神秘	紳士	新產品
	中級	ㅅ	名詞	신사	紳士	V		[신사]:숙녀	紳士		人	稱呼				人_稱呼	人_稱呼_	紳士 	新產品	身世，境遇	新一代
	中級	ㅇ	名詞	아가	嬰兒	V		[아가]가 울다	「嬰兒」哭		人	稱呼				人_稱呼	人_稱呼_		孩子	兒子	樓下
	中級	ㅇ	名詞	아동	孩子	V		[아동]의 성장	「孩子」的成長		人	稱呼				人_稱呼	人_稱呼_		兒子	樓下	晚輩
	中級	ㅇ	名詞	아랫사람	晚輩	V		[아랫사람]의 도리	「晚輩」的禮節		人	稱呼				人_稱呼	人_稱呼_	目下の人 	樓下	遺憾	亞洲
	中級	ㅇ	代名詞	아무개	某某人	V		[아무개] 씨	某某		人	稱呼				人_稱呼	人_稱呼_	なにがし 	我	那個	沒有人
	中級	ㅇ	名詞	안내원	案內員	V		[안내원]을 따라가다	跟著「案內員」		人	稱呼				人_稱呼	人_稱呼_		告示牌	內室	安否
	中級	ㅇ	名詞	애	操心	V		[애]를 태우다	讓人費心		人	稱呼				人_稱呼	人_稱呼_	子ども 	情人	相冊	棒球
	中級	ㅇ	名詞	애기	嬰兒	V		[애기]를 낳다	生「嬰兒」		人	稱呼				人_稱呼	人_稱呼_		寵物	感情	配飾
	中級	ㅇ	縮略語	얘	이 아이 的縮語	V		[얘]	男生		人	稱呼				人_稱呼	人_稱呼_		該怎麼辦	所以	那小孩
	中級	ㅇ	名詞	어르신	老人	V		[어르신]을 뵙다	拜見「老人」		人	稱呼				人_稱呼	人_稱呼_	約60歳以上の老人に対する尊敬語 	孩子	詞彙	語調
	中級	ㅇ	名詞	어린애	孩子	V		[어린애]를 보살피다	照顧「孩子」		人	稱呼				人_稱呼	人_稱呼_		詞彙	語調	提及
	中級	ㅇ	名詞	여	女性	V		[여]자	「女」子		人	稱呼				人_稱呼	人_稱呼_		閒暇	環境	女高
	中級	ㅇ	名詞	여인	女士	V		중년 [여인]	中年「女人」		人	稱呼				人_稱呼	人_稱呼_	女人 	遊客	歷史學家	在歷史上
	中級	ㅇ	名詞	웃어른	長輩	V		[웃어른]을 공경하다	敬仰「長輩」		人	稱呼				人_稱呼	人_稱呼_		笑聲	圓	套房
	中級	ㅇ	名詞	윗사람	長輩	V		[윗사람]을 모시다	侍奉「長輩」		人	稱呼				人_稱呼	人_稱呼_	目上の人 	儒教	有能	誘導
	中級	ㅇ	名詞	유지	維持	V		질서 [유지]	秩序「維持」		人	稱呼				人_稱呼	人_稱呼_	有力者 	愉快	流通	類別
	中級	ㅇ	名詞	이름표	名牌	V		[이름표]를 달다	掛「名牌」		人	稱呼				人_稱呼	人_稱呼_		電子郵件	印像	移民
	中級	ㅇ	名詞	인원	人員	V		[인원]이 남다	「人員」剩餘		人	稱呼				人_稱呼	人_稱呼_		人力資源	人情	認可
	中級	ㅇ	名詞	일반인	民眾	V		[일반인] 대상	「一般民眾」對象		人	稱呼				人_稱呼	人_稱呼_	一般人 	日本語	日本人	一部份
	中級	ㅇ	名詞	일본인	日本人	V		[일본인]을 만나다	見「日本人」		人	稱呼				人_稱呼	人_稱呼_	日本人 	一部份	日常	日常生活
	中級	ㅇ	名詞	일행	一行人	V	一行	[일행]과 헤어지다	與「一行人」分開		人	稱呼				人_稱呼	人_稱呼_		一回	一次性的	閱讀
	中級	ㅈ	名詞/代名詞	자기	自己	V	自己	[자기]를 반성하다	「自我」反省		人	稱呼				人_稱呼	人_稱呼_	恋人同士相手を呼ぶときの愛称、本来は自分という意味。 	橫向	各自	前天
	中級	ㅈ	縮略語	쟤	那小孩	V		[쟤]:저 아이	那小孩		人	稱呼				人_稱呼	人_稱呼_		我的	近	輕
	中級	ㅈ	縮略語	제	我的	V		[제] 생각	「我的」想法		人	稱呼				人_稱呼	人_稱呼_	私の 	什麼時候	什麼	某
	中級	ㅈ	名詞	제자	弟子	V		스승과 [제자]	師傅和「弟子」		人	稱呼				人_稱呼	人_稱呼_		原處	生產	提交
	中級	ㅈ	名詞	지식인	知識分子	V		[지식인] 사회	「知識分子」社會		人	稱呼				人_稱呼	人_稱呼_	知識人 	區域	地獄	支持
	中級	ㅊ	名詞	초보	初學者	V		[초보] 운전	「新手」駕駛		人	稱呼				人_稱呼	人_稱呼_		中級	早春	新月
	中級	ㅊ	名詞	초보자	初學者	V		수영 [초보자]	游泳「初學者」		人	稱呼				人_稱呼	人_稱呼_	初心者 	早春	新月	初夏
	中級	ㅊ	依存名詞	측	方	V		학교 [측]	校「方」		人	稱呼				人_稱呼	人_稱呼_		法	即	初
	中級	ㅌ	名詞	타인	他人	V		[타인]을 의식하다	察覺到「他人」		人	稱呼				人_稱呼	人_稱呼_		桌子	出生	逃生
	中級	ㅎ	名詞	학부모	父母	V		[학부모]를 모시다	侍奉「父母」		人	稱呼				人_稱呼	人_稱呼_	生徒の父母、保護者 	學費	學習	學用品
	中級	ㅎ	名詞	효자	孝子	V		[효자]로 알려지다	以「孝子」聞名		人	稱呼				人_稱呼	人_稱呼_	孝行息子 	下半場	候選人	飯後甜點
	中級	ㅎ	名詞	희망자	有興趣者	V		[희망자]를 모으다	召集「有興趣者」		人	稱呼				人_稱呼	人_稱呼_	希望者 	犧牲	受害者	閣下
	中級	ㄱ	動詞	걸치다	掛在	V		구름 위에 [걸치다]	「掛在」雲彩上		衣	穿戴				衣_穿戴	衣_穿戴_		害怕	遭遇	忍住
	中級	ㄷ	動詞	두르다	圍上	V		목도리를 [두르다]	「圍上」圍巾		衣	穿戴				衣_穿戴	衣_穿戴_		看看（周圍）	環視（周圍）	圍起來
	中級	ㄷ	動詞	뒤집다	反過來	V		옷을 [뒤집다]	把衣服「反過來」		衣	穿戴				衣_穿戴	衣_穿戴_		來來去去	曝露	顯露
	中級	ㅂ	動詞	벗기다	扒	V		옷을 [벗기다]	「扒」衣服		衣	穿戴				衣_穿戴	衣_穿戴_		出去	給	生病
	中級	ㅅ	動詞	씌우다	戴上	V		모자를 [씌우다]	「戴上」帽子		衣	穿戴				衣_穿戴	衣_穿戴_		沖刷	洗	坐
	中級	ㅇ	名詞	의복	衣服	V		[의복]을 갈아입다	換「衣服」		衣	穿戴				衣_穿戴	衣_穿戴_		意願	衣裳	意識
	中級	ㅇ	動詞	입히다	穿上	V		옷을 [입히다]	「穿上」衣服		衣	穿戴				衣_穿戴	衣_穿戴_		接上	緊跟	被遺忘
	中級	ㅊ	動詞	채우다	上	V		자물쇠를 [채우다]	「上」鎖		衣	穿戴				衣_穿戴	衣_穿戴_		充滿	擔負	收拾
	中級	ㅊ	動詞	채우다	充滿	V		자리를 [채우다]	「坐滿」座位		衣	穿戴				衣_穿戴	衣_穿戴_		充滿	擔負	收拾
	中級	ㄷ	名詞	두께	厚度	V		[두께]가 얇다	「厚度」薄		樣態	份量	大小	厚薄		樣態_份量	樣態_份量_厚薄		大腦	恐懼	頭痛藥
	中級	ㅅ	名詞	소형	小型	V		[소형] 자동차	「小型」汽車		樣態	份量	大小	進行		樣態_份量	樣態_份量_進行	小形 	消化	睫毛	諺語
	中級	ㄷ	名詞/副詞	대강	大綱	V		[대강] 정리하다	整理「大綱」		樣態	份量	大小	約略		樣態_份量	樣態_份量_約略		大概	大略	每年
	中級	ㄷ	名詞/副詞	대개	大概	V	大概	[대개]의 경우	「大概」的狀況		樣態	份量	大小	約略		樣態_份量	樣態_份量_約略		大略	每年	每月
	中級	ㄷ	名詞/副詞	대략	大略	V		[대략] 설명하다	「大略」說明		樣態	份量	大小	約略		樣態_份量	樣態_份量_約略		每年	每月	每天
	中級	ㄷ	副詞	대체로	大致上	V		[대체로] 그러하다	「大致上」就這樣		樣態	份量	大小	約略		樣態_份量	樣態_份量_約略		大致	況且	越來越
	中級	ㄷ	副詞	대충	大致	V		[대충] 읽다	「略」讀		樣態	份量	大小	約略		樣態_份量	樣態_份量_約略		況且	越來越	更
	中級	ㅇ	名詞	요약	概括	V	要約	내용 [요약]	內容「概要」		樣態	份量	大小	約略		樣態_份量	樣態_份量_約略		因素	這些日子	要求
	中級	ㄱ	動詞	길다	長	V		머리가 [길다]	頭髮「長」		樣態	份量	大小			樣態_份量	樣態_份量_大小	長い 	剝	剝來吃	舖
	中級	ㅅ	形容詞	수많다	很多的	V		[수많은] 사람	「很多的」人		樣態	份量	大小			樣態_份量	樣態_份量_大小		很少	純真	溫和的
	中級	ㅍ	形容詞	풍부하다	豐富	V		감정이 [풍부하다]	感情「豐富」		樣態	份量	大小			樣態_份量	樣態_份量_大小		雪白的	空閒	華麗
	中級	ㅎ	名詞	확대	放大	V		[확대]:축소	「放大」：減少		樣態	份量	大小			樣態_份量	樣態_份量_大小	拡大 	確保	擴散	確信
	中級	ㄱ	名詞	거대	巨大	V	巨大	[거대] 규모	「巨型」規模		樣態	份量	大小			樣態_份量	樣態_份量_大小		買賣	交易方	蜘蛛
	中級	ㄱ	名詞	규모	規模	V		[규모]가 크다	「規模」大		樣態	份量	大小			樣態_份量	樣態_份量_大小		規則	平衡	秋千
	中級	ㄴ	動詞	넓어지다	擴大	V		폭이 [넓어지다]	範圍「變寬」		樣態	份量	大小			樣態_份量	樣態_份量_大小		謀生	交出	越過
	中級	ㄴ	動詞	넓히다	擴大	V		길을 [넓히다]	「加寬」馬路		樣態	份量	大小			樣態_份量	樣態_份量_大小		交出	越過	倒下
	中級	ㄷ	名詞	대규모	大規模	V	大規模	[대규모] 행사	「大型」活動		樣態	份量	大小			樣態_份量	樣態_份量_大小		大氣	等待	大公司
	中級	ㄷ	名詞	대다수	大多數	V		[대다수]가 찬성하다	「大多數」贊成		樣態	份量	大小			樣態_份量	樣態_份量_大小		大城市	大量	大道
	中級	ㄷ	名詞	대량	大量	V		[대량] 으로 생산하다	「大量」生產		樣態	份量	大小			樣態_份量	樣態_份量_大小		大道	代理	對立
	中級	ㄷ	名詞	대형	大型	V		[대형] 냉장고	「大型」冰箱		樣態	份量	大小			樣態_份量	樣態_份量_大小	大型 	水庫	暑	美德
	中級	ㄷ	形容詞/動詞	더하다	加上	V		숫자를 [더하다]	「加上」數字		樣態	份量	大小			樣態_份量	樣態_份量_大小		沒有	過於	大
	中級	ㅁ	名詞	면적	面積	V		[면적]이 넓다	「面積」廣		樣態	份量	大小			樣態_份量	樣態_份量_大小	面積 	面試	面試官	執照
	中級	ㅁ	名詞	미니	小型的	V		[미니] 자동차	「迷你」車		樣態	份量	大小			樣態_份量	樣態_份量_大小		媒體	迷戀	以下
	中級	ㅁ	名詞	미소하다	微小	V		[미소]하다	微小		樣態	份量	大小			樣態_份量	樣態_份量_大小		美術	美髮師	恨
	中級	ㅂ	名詞	비중	比重	V		[비중]이 높다	「比重」高		樣態	份量	大小			樣態_份量	樣態_份量_大小	比重 	維他命	批評	飛行
	中級	ㅇ	形容詞	엄청나다	很大	V		피해가 [엄청나다]	損失「慘重」		樣態	份量	大小			樣態_份量	樣態_份量_大小		不合體	寬鬆	嫰的
	中級	ㅈ	形容詞	조그맣다	小的	V		얼굴이 [조그맣다]	臉孔「小」		樣態	份量	大小			樣態_份量	樣態_份量_大小		當心	無聊的	骯髒的
	中級	ㅈ	副詞	좀처럼	很少	V		[좀처럼] 안 되다	難以為繼		樣態	份量	大小			樣態_份量	樣態_份量_大小		經常	一路	再
	中級	ㅈ	名詞	증가	增加	V		인구 [증가]	人口「增加」		樣態	份量	大小			樣態_份量	樣態_份量_大小		證據	證明	證書
	中級	ㅈ	形容詞	짙다	濃郁	V		색깔이 [짙다]	色彩「濃郁」		樣態	份量	大小			樣態_份量	樣態_份量_大小		煩燥	涼	淡
	中級	ㅊ	名詞	체중	重量	V		[체중]을 조절하다	「體重」調節		樣態	份量	大小			樣態_份量	樣態_份量_大小	体重 	體驗	初秋	初冬
	中級	ㅊ	名詞	치수	尺寸	V		[치수]를 재다	測量「尺寸」		樣態	份量	大小			樣態_份量	樣態_份量_大小	寸法、サイズ 	起司	真正的女兒	真正的兒子
	中級	ㅋ	形容詞	커다랗다	大的	V		문제가 [커다랗다]	問題「大」		樣態	份量	大小			樣態_份量	樣態_份量_大小		令人愉快的	特別	強
	中級	ㅍ	形容詞	폭넓다	寬的	V		범위가 [폭넓다]	範圍「廣」		樣態	份量	大小			樣態_份量	樣態_份量_大小		豐富	雪白的	空閒
	中級	ㅇ	名詞	왼편	左邊	V		[왼편]에 앉다	坐「左邊」		基本	地方	方位	相對位置		基本_地方	基本_地方_方位		墊被	瑜伽	要求
	中級	ㅎ	名詞	한쪽	一邊	V		[한쪽]으로 기울어지다	向「一邊」傾斜		基本	地方	方位			基本_地方	基本_地方_方位		分期	打折商店	合格
	中級	ㅎ	名詞/副詞	한편	一邊	V		[한편]을 이루다	形成「一邊」		基本	地方	方位			基本_地方	基本_地方_方位		你好	滿	前
	中級	ㄱ	名詞/副詞	가로	橫向	V		[가로]:세로	「橫向」		基本	地方	方位			基本_地方	基本_地方_方位		各自	前天	明天
	中級	ㄱ	依存名詞	간	間	V		서울과 부산 [간]	首爾和釜山「間」		基本	地方	方位			基本_地方	基本_地方_方位	レパー 	肝	間隔	干涉
	中級	ㄱ	名詞	그중	之中	V		[그중]에서 제일	「之中」最		基本	地方	方位			基本_地方	基本_地方_方位		克服	根據	近郊
	中級	ㄱ	名詞	꼭대기	巔峰	V		[꼭대기]에 오르다	登上「巔峰」		基本	地方	方位			基本_地方	基本_地方_方位		插花	花紋	花瓣
	中級	ㄴ	名詞	남	南	V		[남]쪽	「南」邊		基本	地方	方位			基本_地方	基本_地方_方位	他人 	男女	南大門	弟弟
	中級	ㄴ	名詞	남부	南方	V		[남부] 지방	南方		基本	地方	方位			基本_地方	基本_地方_方位	南部 	南北	浪費	下個月
	中級	ㄴ	名詞	남북	南北	V		[남북]을 잇다	連接「南北」		基本	地方	方位			基本_地方	基本_地方_方位	南北 	浪費	下個月	裡面
	中級	ㄴ	名詞	내외	內外	V		건물 [내외]	建築「內外」		基本	地方	方位			基本_地方	基本_地方_方位		後年	冷凍	冷氣
	中級	ㄴ	名詞	너머	那邊	V		[산 너머 ]	山「那邊」		基本	地方	方位			基本_地方	基本_地方_方位	向こう側 	寬度	正方形	網友
	中級	ㄷ	名詞	동	東	V		[동]쪽	[東」邊		基本	地方	方位			基本_地方	基本_地方_方位	銅 	區	圓圈	同期生
	中級	ㄷ	名詞	동부	東	V		[동부] 유럽	「東」歐		基本	地方	方位			基本_地方	基本_地方_方位	東部 	東西南北	俱樂部	東洋
	中級	ㄷ	名詞	동서남북	東西南北	V		[동서남북] 으로 찾다	「東西南北」找		基本	地方	方位			基本_地方	基本_地方_方位	東西南北 	俱樂部	東洋	東方人
	中級	ㅁ	名詞	맞은편	對面	V		[맞은편]에 앉다	坐在「對面」		基本	地方	方位			基本_地方	基本_地方_方位	向かいあってみている正反対側 	拼寫	棍子	吸引力
	中級	ㅁ	名詞	밑바닥	底部	V		[밑바닥]이 드러나다	露「底」		基本	地方	方位			基本_地方	基本_地方_方位	どん底、下積み、底 	劃線	百貨公司	春天
	中級	ㅂ	名詞	방면	方向	V		서울 [방면]	首爾「方向」		基本	地方	方位			基本_地方	基本_地方_方位	方面 	地面	廣播公司	方式
	中級	ㅂ	名詞	북	北	V		[북]으로 향하다	往「北」走		基本	地方	方位			基本_地方	基本_地方_方位	太鼓 	北美	北方	憤怒
	中級	ㅂ	名詞	북부	北方	V		[북부] 지방	北方		基本	地方	方位			基本_地方	基本_地方_方位	北部 	憤怒	分裂	分量
	中級	ㅅ	名詞	사방	四處	V		[사방]을 둘러보다	「四處」張望		基本	地方	方位			基本_地方	基本_地方_方位	四方 	史上	私生活	社論
	中級	ㅅ	名詞	상하	上下	V		[상하]를 바꾸다	「上下」顛倒		基本	地方	方位			基本_地方	基本_地方_方位	上下 	情況	內	小子
	中級	ㅅ	名詞	서	西	V		[서]로 이동하다	往「西」移動		基本	地方	方位			基本_地方	基本_地方_方位		簽名	西部	西洋
	中級	ㅅ	名詞	서부	西部	V		[서부] 지역	西部		基本	地方	方位			基本_地方	基本_地方_方位	西部 	西洋	書籍	石油
	中級	ㅅ	名詞	세로	緃向	V		[세로]	緃向		基本	地方	方位			基本_地方	基本_地方_方位		三角形	研討會	歲月
	中級	ㅇ	名詞	앞뒤	前後	V		[앞뒤]를 돌아보다	環顧「前後」		基本	地方	方位			基本_地方	基本_地方_方位	前後 	瀏海	近海	前邊人家
	中級	ㅇ	名詞	양옆	兩旁	V		[양옆]에 앉다	坐在「兩旁」		基本	地方	方位			基本_地方	基本_地方_方位		兩邊	洋蔥	黑暗
	中級	ㅇ	名詞	양쪽	兩邊	V		[양쪽] 뺨	「兩」颊		基本	地方	方位			基本_地方	基本_地方_方位	両側 	洋蔥	黑暗	苦難
	中級	ㅇ	名詞	오른편	右邊	V		[오른편]에 앉다	坐「右邊」		基本	地方	方位			基本_地方	基本_地方_方位		鴨	污染	烏賊
	中級	ㅇ	名詞	외부	外部	V		[외부]로 나가다	出去「外面」		基本	地方	方位			基本_地方	基本_地方_方位		叔叔	姨媽	外出就餐
	中級	ㅇ	名詞	위층	樓上	V		[위층]으로 올라가다	去「樓上」		基本	地方	方位			基本_地方	基本_地方_方位	上の階 	危險性	威脅	上文
	中級	ㅇ	名詞	이내	內	V		한 시간 [이내]	一小時「內」		基本	地方	方位			基本_地方	基本_地方_方位		像這樣	一會兒後	所謂的
	中級	ㅇ	名詞	이외	之外	V		관계자 [이외]	相闗人員「之外」		基本	地方	方位			基本_地方	基本_地方_方位		用戶	隔壁	利潤
	中級	ㅇ	名詞	이하	以下	V		수준 [이하]	水準「以下」		基本	地方	方位			基本_地方	基本_地方_方位		利害闗係	理解力	離婚
	中級	ㅈ	名詞	정면	正面	V		[정면]을 향하다	迎「面」		基本	地方	方位			基本_地方	基本_地方_方位	正面 	完全相反	信息	信息化
	中級	ㅈ	名詞	좌우	左右	V		[좌우] 날개	「左右」翅膀		基本	地方	方位			基本_地方	基本_地方_方位	左右 	左邊	左轉	犯罪
	中級	ㅈ	名詞	중심지	中心	V		경제의 [중심지]	經濟「中心」		基本	地方	方位			基本_地方	基本_地方_方位		重要性	中型車	老鼠
	中級	ㅊ	名詞	측면	側面	V		오른쪽 [측면]	右邊「側面」		基本	地方	方位			基本_地方	基本_地方_方位	側面 	治愈法	治療劑	尺寸
	中級	ㅍ	依存名詞	편	邊	V		저쪽 [편]	那「邊」		基本	地方	方位			基本_地方	基本_地方_方位		便	新	初
	中級	ㅎ	名詞	한가운데	中間	V		[한가운데]에 놓다	放在「中間」		基本	地方	方位			基本_地方	基本_地方_方位	ど真ん中、真ん中 	隆冬	界限	韓國話
	中級	ㄱ	副詞/名詞	가까이	靠近	V		[가까이] 오지 마	別「靠近」我		基本	地方	遠近			基本_地方	基本_地方_遠近		有時	結局	這些
	中級	ㄱ	名詞	간격	間隔	V	間隔	[간격]을 넓히다	拉寬「間隔」		基本	地方	遠近			基本_地方	基本_地方_遠近		干涉	掛招牌	看護
	中級	ㄱ	名詞	곁	身邊	V		[곁]에 있다	在「身邊」		基本	地方	遠近			基本_地方	基本_地方_遠近	そば、わき 	溪谷	契機	計算機
	中級	ㄱ	名詞	근교	近郊	V	近郊	서울 [근교]	首爾「近郊」		基本	地方	遠近			基本_地方	基本_地方_遠近		近代	近來	工人
	中級	ㄷ	動詞	뒤지다	落後	V		십 미터쯤 [뒤지다]	「落後」十公尺		基本	地方	遠近			基本_地方	基本_地方_遠近		翻找	反過來	來來去去
	中級	ㅂ	名詞	부근	附近	V	附近	학교 [부근]	學校「附近」		基本	地方	遠近			基本_地方	基本_地方_遠近		恥辱	負擔	部隊
	中級	ㅇ	名詞	아랫집	樓下	V		[아랫집]에 내려가다	到「樓下」		基本	地方	遠近			基本_地方	基本_地方_遠近	下の階の家 	遺憾	亞洲	主意
	中級	ㅇ	名詞	이웃집	隔壁	V		[이웃집]에 놀러 가다	去「隔壁」玩		基本	地方	遠近			基本_地方	基本_地方_遠近		利潤	利率	遷移
	中級	ㅈ	名詞	접근	接近	V		[접근]을 막다	阻止「接近」		基本	地方				基本_地方	基本_地方_		連接	接受	接觸
	中級	ㅈ	名詞	제자리	原處	V		[제자리]에 꽂다	插在「原處」		基本	地方				基本_地方	基本_地方_		生產	提交	產品
	中級	ㅈ	名詞	중부	中部	V		[중부] 지방	「中部」地方		基本	地方				基本_地方	基本_地方_		中小企業	中心	中式
	中級	ㅌ	名詞/依存名詞	틈	光圈	V		창문[틈]	窗戶「縫」		基本	地方				基本_地方	基本_地方_		四	二	三
	中級	ㅎ	名詞	한계	界限	V		[한계]를 넘다	起過「界限」		基本	地方				基本_地方	基本_地方_		自由	航空	韓國人
	中級	ㄱ	名詞	건너	對面	V		길 [건너]	馬路「對面」		基本	地方				基本_地方	基本_地方_		馬路	建設	乾電池
	中級	ㄱ	名詞	구석	角落	V		한쪽 [구석]	一邊「角落」		基本	地方				基本_地方	基本_地方_		構成	舊世代	限制
